Scheme Strike Density
RAN 1.0492 1.36e+00
RE 1.0492 1.35e+00
TRBDF2 1.0492 1.35e+00
CN 1.0492 4.00e+00
Hagan 1.0527 1.4156e+00
LMG3 1.0527 1.35e+00
LS 1.0527 1.35e+00
LMG2 1.0527 1.36e+00
RAN 1.0527 1.36e+00
RE 1.0527 1.35e+00
TRBDF2 1.0527 1.35e+00
CN 1.0527 3.49e+00
Hagan 1.0562 1.4102e+00
LMG3 1.0562 1.35e+00
LS 1.0562 1.34e+00
LMG2 1.0562 1.35e+00
RAN 1.0562 1.35e+00
RE 1.0562 1.34e+00
TRBDF2 1.0562 1.34e+00
CN 1.0562 3.04e+00
Hagan 1.0598 1.4045e+00
LMG3 1.0598 1.34e+00
LS 1.0598 1.34e+00
LMG2 1.0598 1.35e+00
RAN 1.0598 1.35e+00
RE 1.0598 1.34e+00
TRBDF2 1.0598 1.34e+00
CN 1.0598 2.65e+00
Hagan 1.0633 1.3984e+00
LMG3 1.0633 1.34e+00
LS 1.0633 1.33e+00
LMG2 1.0633 1.34e+00
RAN 1.0633 1.34e+00
RE 1.0633 1.33e+00
TRBDF2 1.0633 1.33e+00
CN 1.0633 2.32e+00
Hagan 1.0669 1.3919e+00
LMG3 1.0669 1.33e+00
LS 1.0669 1.33e+00
LMG2 1.0669 1.34e+00
RAN 1.0669 1.34e+00
RE 1.0669 1.33e+00
TRBDF2 1.0669 1.33e+00
CN 1.0669 2.03e+00
Hagan 1.0704 1.3850e+00
LMG3 1.0704 1.32e+00
LS 1.0704 1.32e+00
LMG2 1.0704 1.33e+00
RAN 1.0704 1.33e+00
RE 1.0704 1.32e+00
TRBDF2 1.0704 1.32e+00
CN 1.0704 1.79e+00
Hagan 1.0740 1.3777e+00
LMG3 1.0740 1.32e+00
LS 1.0740 1.32e+00
LMG2 1.0740 1.32e+00
RAN 1.0740 1.33e+00
RE 1.0740 1.31e+00
TRBDF2 1.0740 1.32e+00
CN 1.0740 1.58e+00
Hagan 1.0776 1.3700e+00
LMG3 1.0776 1.31e+00
LS 1.0776 1.31e+00
LMG2 1.0776 1.32e+00
RAN 1.0776 1.32e+00
RE 1.0776 1.31e+00
TRBDF2 1.0776 1.31e+00
CN 1.0776 1.41e+00
Hagan 1.0812 1.3620e+00
LMG3 1.0812 1.30e+00
LS 1.0812 1.30e+00
LMG2 1.0812 1.31e+00
RAN 1.0812 1.31e+00
RE 1.0812 1.30e+00
TRBDF2 1.0812 1.30e+00
CN 1.0812 1.26e+00
Hagan 1.0848 1.3537e+00
LMG3 1.0848 1.30e+00
LS 1.0848 1.29e+00
LMG2 1.0848 1.30e+00
RAN 1.0848 1.30e+00
RE 1.0848 1.29e+00
TRBDF2 1.0848 1.29e+00
CN 1.0848 1.14e+00
Hagan 1.0883 1.3449e+00
LMG3 1.0883 1.29e+00
LS 1.0883 1.29e+00
LMG2 1.0883 1.29e+00
RAN 1.0883 1.30e+00
RE 1.0883 1.29e+00
TRBDF2 1.0883 1.29e+00
CN 1.0883 1.05e+00
Hagan 1.0920 1.3359e+00
LMG3 1.0920 1.28e+00
LS 1.0920 1.28e+00
LMG2 1.0920 1.29e+00
RAN 1.0920 1.29e+00
RE 1.0920 1.28e+00
TRBDF2 1.0920 1.28e+00
CN 1.0920 9.68e-01
Hagan 1.0956 1.3265e+00
LMG3 1.0956 1.27e+00
LS 1.0956 1.27e+00
LMG2 1.0956 1.28e+00
RAN 1.0956 1.28e+00
RE 1.0956 1.27e+00
TRBDF2 1.0956 1.27e+00
CN 1.0956 9.05e-01
Hagan 1.0992 1.3168e+00
LMG3 1.0992 1.26e+00
LS 1.0992 1.26e+00
LMG2 1.0992 1.27e+00
RAN 1.0992 1.27e+00
RE 1.0992 1.26e+00
TRBDF2 1.0992 1.26e+00
CN 1.0992 8.57e-01
Hagan 1.1028 1.3068e+00
LMG3 1.1028 1.25e+00
LS 1.1028 1.25e+00
LMG2 1.1028 1.26e+00
RAN 1.1028 1.26e+00
RE 1.1028 1.25e+00
TRBDF2 1.1028 1.25e+00
CN 1.1028 8.21e-01
Hagan 1.1065 1.2965e+00
LMG3 1.1065 1.25e+00
LS 1.1065 1.24e+00
LMG2 1.1065 1.25e+00
RAN 1.1065 1.25e+00
RE 1.1065 1.24e+00
TRBDF2 1.1065 1.24e+00
CN 1.1065 7.95e-01
Hagan 1.1101 1.2859e+00
LMG3 1.1101 1.24e+00
LS 1.1101 1.23e+00
LMG2 1.1101 1.24e+00
RAN 1.1101 1.24e+00
RE 1.1101 1.23e+00
TRBDF2 1.1101 1.23e+00
CN 1.1101 7.78e-01
Hagan 1.1138 1.2750e+00
LMG3 1.1138 1.23e+00
LS 1.1138 1.22e+00
LMG2 1.1138 1.23e+00
RAN 1.1138 1.23e+00
RE 1.1138 1.23e+00
TRBDF2 1.1138 1.22e+00
CN 1.1138 7.68e-01
Hagan 1.1175 1.2638e+00
LMG3 1.1175 1.22e+00
LS 1.1175 1.21e+00
LMG2 1.1175 1.22e+00
RAN 1.1175 1.22e+00
RE 1.1175 1.22e+00
TRBDF2 1.1175 1.21e+00
CN 1.1175 7.64e-01
Hagan 1.1211 1.2523e+00
LMG3 1.1211 1.21e+00
LS 1.1211 1.20e+00
LMG2 1.1211 1.21e+00
RAN 1.1211 1.21e+00
RE 1.1211 1.21e+00
TRBDF2 1.1211 1.20e+00
CN 1.1211 7.64e-01
Hagan 1.1248 1.2407e+00
LMG3 1.1248 1.20e+00
LS 1.1248 1.19e+00
LMG2 1.1248 1.20e+00
RAN 1.1248 1.20e+00
RE 1.1248 1.20e+00
TRBDF2 1.1248 1.19e+00
CN 1.1248 7.69e-01
Hagan 1.1285 1.2287e+00
LMG3 1.1285 1.19e+00
LS 1.1285 1.18e+00
LMG2 1.1285 1.19e+00
RAN 1.1285 1.19e+00
RE 1.1285 1.19e+00
TRBDF2 1.1285 1.18e+00
CN 1.1285 7.76e-01
Hagan 1.1323 1.2166e+00
LMG3 1.1323 1.17e+00
LS 1.1323 1.17e+00
LMG2 1.1323 1.18e+00
RAN 1.1323 1.18e+00
RE 1.1323 1.17e+00
TRBDF2 1.1323 1.17e+00
CN 1.1323 7.86e-01
Hagan 1.1360 1.2042e+00
LMG3 1.1360 1.16e+00
LS 1.1360 1.16e+00
LMG2 1.1360 1.17e+00
RAN 1.1360 1.17e+00
RE 1.1360 1.16e+00
TRBDF2 1.1360 1.16e+00
CN 1.1360 7.97e-01
Hagan 1.1397 1.1916e+00
LMG3 1.1397 1.15e+00
LS 1.1397 1.15e+00
LMG2 1.1397 1.15e+00
RAN 1.1397 1.16e+00
RE 1.1397 1.15e+00
TRBDF2 1.1397 1.15e+00
CN 1.1397 8.09e-01
Hagan 1.1435 1.1788e+00
LMG3 1.1435 1.14e+00
LS 1.1435 1.14e+00
LMG2 1.1435 1.14e+00
RAN 1.1435 1.15e+00
RE 1.1435 1.14e+00
TRBDF2 1.1435 1.14e+00
CN 1.1435 8.21e-01
Hagan 1.1473 1.1658e+00
LMG3 1.1473 1.13e+00
LS 1.1473 1.13e+00
LMG2 1.1473 1.13e+00
RAN 1.1473 1.13e+00
RE 1.1473 1.13e+00
TRBDF2 1.1473 1.13e+00
CN 1.1473 8.34e-01
Hagan 1.1511 1.1527e+00
LMG3 1.1511 1.12e+00
LS 1.1511 1.12e+00
LMG2 1.1511 1.12e+00
RAN 1.1511 1.12e+00
RE 1.1511 1.12e+00
TRBDF2 1.1511 1.12e+00
CN 1.1511 8.47e-01
Hagan 1.1549 1.1394e+00
LMG3 1.1549 1.11e+00
LS 1.1549 1.10e+00
LMG2 1.1549 1.11e+00
RAN 1.1549 1.11e+00
RE 1.1549 1.11e+00
TRBDF2 1.1549 1.10e+00
CN 1.1549 8.59e-01
Hagan 1.1587 1.1259e+00
LMG3 1.1587 1.09e+00
LS 1.1587 1.09e+00
LMG2 1.1587 1.10e+00
RAN 1.1587 1.10e+00
RE 1.1587 1.10e+00
TRBDF2 1.1587 1.09e+00
CN 1.1587 8.70e-01
Hagan 1.1625 1.1123e+00
LMG3 1.1625 1.08e+00
LS 1.1625 1.08e+00
LMG2 1.1625 1.08e+00
RAN 1.1625 1.09e+00
RE 1.1625 1.08e+00
TRBDF2 1.1625 1.08e+00
CN 1.1625 8.81e-01
Hagan 1.1664 1.0985e+00
LMG3 1.1664 1.07e+00
LS 1.1664 1.07e+00
LMG2 1.1664 1.07e+00
RAN 1.1664 1.07e+00
RE 1.1664 1.07e+00
TRBDF2 1.1664 1.07e+00
CN 1.1664 8.90e-01
Hagan 1.1703 1.0846e+00
LMG3 1.1703 1.06e+00
LS 1.1703 1.06e+00
LMG2 1.1703 1.06e+00
RAN 1.1703 1.06e+00
RE 1.1703 1.06e+00
TRBDF2 1.1703 1.06e+00
CN 1.1703 8.99e-01
Hagan 1.1741 1.0706e+00
LMG3 1.1741 1.04e+00
LS 1.1741 1.04e+00
LMG2 1.1741 1.05e+00
RAN 1.1741 1.05e+00
RE 1.1741 1.05e+00
TRBDF2 1.1741 1.04e+00
CN 1.1741 9.06e-01
Hagan 1.1780 1.0566e+00
LMG3 1.1780 1.03e+00
LS 1.1780 1.03e+00
LMG2 1.1780 1.03e+00
RAN 1.1780 1.04e+00
RE 1.1780 1.03e+00
TRBDF2 1.1780 1.03e+00
CN 1.1780 9.12e-01
Hagan 1.1820 1.0424e+00
LMG3 1.1820 1.02e+00
LS 1.1820 1.02e+00
LMG2 1.1820 1.02e+00
RAN 1.1820 1.02e+00
RE 1.1820 1.02e+00
TRBDF2 1.1820 1.02e+00
CN 1.1820 9.17e-01
Hagan 1.1859 1.0281e+00
LMG3 1.1859 1.01e+00
LS 1.1859 1.00e+00
LMG2 1.1859 1.01e+00
RAN 1.1859 1.01e+00
RE 1.1859 1.01e+00
TRBDF2 1.1859 1.00e+00
CN 1.1859 9.20e-01
Hagan 1.1899 1.0138e+00
LMG3 1.1899 9.93e-01
LS 1.1899 9.92e-01
LMG2 1.1899 9.94e-01
RAN 1.1899 9.97e-01
RE 1.1899 9.96e-01
TRBDF2 1.1899 9.92e-01
CN 1.1899 9.22e-01
Hagan 1.1938 9.9940e-01
LMG3 1.1938 9.80e-01
LS 1.1938 9.79e-01
LMG2 1.1938 9.81e-01
RAN 1.1938 9.83e-01
RE 1.1938 9.83e-01
TRBDF2 1.1938 9.79e-01
CN 1.1938 9.23e-01
Hagan 1.1978 9.8497e-01
LMG3 1.1978 9.67e-01
LS 1.1978 9.66e-01
LMG2 1.1978 9.68e-01
RAN 1.1978 9.70e-01
RE 1.1978 9.70e-01
TRBDF2 1.1978 9.66e-01
CN 1.1978 9.22e-01
Hagan 1.2019 9.7049e-01
LMG3 1.2019 9.54e-01
LS 1.2019 9.53e-01
LMG2 1.2019 9.55e-01
RAN 1.2019 9.57e-01
RE 1.2019 9.57e-01
TRBDF2 1.2019 9.53e-01
CN 1.2019 9.21e-01
Hagan 1.2059 9.5599e-01
LMG3 1.2059 9.40e-01
LS 1.2059 9.40e-01
LMG2 1.2059 9.41e-01
RAN 1.2059 9.43e-01
RE 1.2059 9.44e-01
TRBDF2 1.2059 9.40e-01
CN 1.2059 9.18e-01
Hagan 1.2099 9.4147e-01
LMG3 1.2099 9.27e-01
LS 1.2099 9.27e-01
LMG2 1.2099 9.28e-01
RAN 1.2099 9.30e-01
RE 1.2099 9.31e-01
TRBDF2 1.2099 9.27e-01
CN 1.2099 9.14e-01
Hagan 1.2140 9.2693e-01
LMG3 1.2140 9.14e-01
LS 1.2140 9.13e-01
LMG2 1.2140 9.15e-01
RAN 1.2140 9.17e-01
RE 1.2140 9.18e-01
TRBDF2 1.2140 9.13e-01
CN 1.2140 9.09e-01
Hagan 1.2181 9.1240e-01
LMG3 1.2181 9.01e-01
LS 1.2181 9.00e-01
LMG2 1.2181 9.01e-01
RAN 1.2181 9.03e-01
RE 1.2181 9.05e-01
TRBDF2 1.2181 9.00e-01
CN 1.2181 9.04e-01
Hagan 1.2222 8.9787e-01
LMG3 1.2222 8.87e-01
LS 1.2222 8.87e-01
LMG2 1.2222 8.88e-01
RAN 1.2222 8.90e-01
RE 1.2222 8.92e-01
TRBDF2 1.2222 8.87e-01
CN 1.2222 8.97e-01
Hagan 1.2264 8.8335e-01
LMG3 1.2264 8.74e-01
LS 1.2264 8.74e-01
LMG2 1.2264 8.75e-01
RAN 1.2264 8.76e-01
RE 1.2264 8.78e-01
TRBDF2 1.2264 8.74e-01
CN 1.2264 8.89e-01
Hagan 1.2306 8.6887e-01
LMG3 1.2306 8.61e-01
LS 1.2306 8.61e-01
LMG2 1.2306 8.61e-01
RAN 1.2306 8.63e-01
RE 1.2306 8.65e-01
TRBDF2 1.2306 8.61e-01
CN 1.2306 8.81e-01
Hagan 1.2348 8.5441e-01
LMG3 1.2348 8.48e-01
LS 1.2348 8.47e-01
LMG2 1.2348 8.48e-01
RAN 1.2348 8.49e-01
RE 1.2348 8.52e-01
TRBDF2 1.2348 8.47e-01
CN 1.2348 8.72e-01
Hagan 1.2390 8.4000e-01
LMG3 1.2390 8.34e-01
LS 1.2390 8.34e-01
LMG2 1.2390 8.34e-01
RAN 1.2390 8.36e-01
RE 1.2390 8.39e-01
TRBDF2 1.2390 8.34e-01
CN 1.2390 8.62e-01
Hagan 1.2432 8.2563e-01
LMG3 1.2432 8.21e-01
LS 1.2432 8.21e-01
LMG2 1.2432 8.21e-01
RAN 1.2432 8.23e-01
RE 1.2432 8.26e-01
TRBDF2 1.2432 8.21e-01
CN 1.2432 8.51e-01
Hagan 1.2475 8.1133e-01
LMG3 1.2475 8.08e-01
LS 1.2475 8.08e-01
LMG2 1.2475 8.08e-01
RAN 1.2475 8.09e-01
RE 1.2475 8.12e-01
TRBDF2 1.2475 8.08e-01
CN 1.2475 8.41e-01
Hagan 1.2518 7.9708e-01
LMG3 1.2518 7.95e-01
LS 1.2518 7.95e-01
LMG2 1.2518 7.95e-01
RAN 1.2518 7.96e-01
RE 1.2518 7.99e-01
TRBDF2 1.2518 7.95e-01
CN 1.2518 8.29e-01
Hagan 1.2561 7.8291e-01
LMG3 1.2561 7.82e-01
LS 1.2561 7.82e-01
LMG2 1.2561 7.81e-01
RAN 1.2561 7.83e-01
RE 1.2561 7.86e-01
TRBDF2 1.2561 7.82e-01
CN 1.2561 8.17e-01
Hagan 1.2604 7.6881e-01
LMG3 1.2604 7.69e-01
LS 1.2604 7.69e-01
LMG2 1.2604 7.68e-01
RAN 1.2604 7.69e-01
RE 1.2604 7.73e-01
TRBDF2 1.2604 7.69e-01
CN 1.2604 8.05e-01
Hagan 1.2648 7.5480e-01
LMG3 1.2648 7.56e-01
LS 1.2648 7.56e-01
LMG2 1.2648 7.55e-01
RAN 1.2648 7.56e-01
RE 1.2648 7.60e-01
TRBDF2 1.2648 7.56e-01
CN 1.2648 7.92e-01
Hagan 1.2692 7.4088e-01
LMG3 1.2692 7.43e-01
LS 1.2692 7.43e-01
LMG2 1.2692 7.42e-01
RAN 1.2692 7.43e-01
RE 1.2692 7.47e-01
TRBDF2 1.2692 7.43e-01
CN 1.2692 7.80e-01
Hagan 1.2736 7.2705e-01
LMG3 1.2736 7.30e-01
LS 1.2736 7.30e-01
LMG2 1.2736 7.29e-01
RAN 1.2736 7.30e-01
RE 1.2736 7.34e-01
TRBDF2 1.2736 7.30e-01
CN 1.2736 7.67e-01
Hagan 1.2781 7.1333e-01
LMG3 1.2781 7.17e-01
LS 1.2781 7.18e-01
LMG2 1.2781 7.16e-01
RAN 1.2781 7.17e-01
RE 1.2781 7.21e-01
TRBDF2 1.2781 7.18e-01
CN 1.2781 7.53e-01
Hagan 1.2826 6.9971e-01
LMG3 1.2826 7.04e-01
LS 1.2826 7.05e-01
LMG2 1.2826 7.03e-01
RAN 1.2826 7.04e-01
RE 1.2826 7.08e-01
TRBDF2 1.2826 7.05e-01
CN 1.2826 7.40e-01
Hagan 1.2871 6.8621e-01
LMG3 1.2871 6.91e-01
LS 1.2871 6.92e-01
LMG2 1.2871 6.91e-01
RAN 1.2871 6.91e-01
RE 1.2871 6.96e-01
TRBDF2 1.2871 6.92e-01
CN 1.2871 7.26e-01
Hagan 1.2916 6.7282e-01
LMG3 1.2916 6.79e-01
LS 1.2916 6.80e-01
LMG2 1.2916 6.78e-01
RAN 1.2916 6.79e-01
RE 1.2916 6.83e-01
TRBDF2 1.2916 6.80e-01
CN 1.2916 7.13e-01
Hagan 1.2962 6.5956e-01
LMG3 1.2962 6.66e-01
LS 1.2962 6.67e-01
LMG2 1.2962 6.65e-01
RAN 1.2962 6.66e-01
RE 1.2962 6.70e-01
TRBDF2 1.2962 6.67e-01
CN 1.2962 6.99e-01
Hagan 1.3008 6.4642e-01
LMG3 1.3008 6.54e-01
LS 1.3008 6.55e-01
LMG2 1.3008 6.53e-01
RAN 1.3008 6.54e-01
RE 1.3008 6.58e-01
TRBDF2 1.3008 6.55e-01
CN 1.3008 6.85e-01
Hagan 1.3054 6.3342e-01
LMG3 1.3054 6.42e-01
LS 1.3054 6.43e-01
LMG2 1.3054 6.41e-01
RAN 1.3054 6.41e-01
RE 1.3054 6.46e-01
TRBDF2 1.3054 6.43e-01
CN 1.3054 6.72e-01
Hagan 1.3101 6.2055e-01
LMG3 1.3101 6.29e-01
LS 1.3101 6.31e-01
LMG2 1.3101 6.28e-01
RAN 1.3101 6.29e-01
RE 1.3101 6.33e-01
TRBDF2 1.3101 6.31e-01
CN 1.3101 6.58e-01
Hagan 1.3148 6.0781e-01
LMG3 1.3148 6.17e-01
LS 1.3148 6.19e-01
LMG2 1.3148 6.16e-01
RAN 1.3148 6.17e-01
RE 1.3148 6.21e-01
TRBDF2 1.3148 6.19e-01
CN 1.3148 6.45e-01
Hagan 1.3195 5.9522e-01
LMG3 1.3195 6.05e-01
LS 1.3195 6.07e-01
LMG2 1.3195 6.04e-01
RAN 1.3195 6.05e-01
RE 1.3195 6.09e-01
TRBDF2 1.3195 6.07e-01
CN 1.3195 6.31e-01
Hagan 1.3243 5.8278e-01
LMG3 1.3243 5.93e-01
LS 1.3243 5.95e-01
LMG2 1.3243 5.92e-01
RAN 1.3243 5.93e-01
RE 1.3243 5.97e-01
TRBDF2 1.3243 5.95e-01
CN 1.3243 6.18e-01
Hagan 1.3291 5.7048e-01
LMG3 1.3291 5.82e-01
LS 1.3291 5.83e-01
LMG2 1.3291 5.80e-01
RAN 1.3291 5.81e-01
RE 1.3291 5.85e-01
TRBDF2 1.3291 5.83e-01
CN 1.3291 6.05e-01
Hagan 1.3339 5.5834e-01
LMG3 1.3339 5.70e-01
LS 1.3339 5.72e-01
LMG2 1.3339 5.69e-01
RAN 1.3339 5.69e-01
RE 1.3339 5.73e-01
TRBDF2 1.3339 5.72e-01
CN 1.3339 5.91e-01
Hagan 1.3388 5.4635e-01
LMG3 1.3388 5.58e-01
LS 1.3388 5.60e-01
LMG2 1.3388 5.57e-01
RAN 1.3388 5.57e-01
RE 1.3388 5.62e-01
TRBDF2 1.3388 5.60e-01
CN 1.3388 5.79e-01
Hagan 1.3437 5.3451e-01
LMG3 1.3437 5.47e-01
LS 1.3437 5.49e-01
LMG2 1.3437 5.46e-01
RAN 1.3437 5.46e-01
RE 1.3437 5.50e-01
TRBDF2 1.3437 5.49e-01
CN 1.3437 5.66e-01
Hagan 1.3486 5.2284e-01
LMG3 1.3486 5.36e-01
LS 1.3486 5.37e-01
LMG2 1.3486 5.34e-01
RAN 1.3486 5.35e-01
RE 1.3486 5.39e-01
TRBDF2 1.3486 5.37e-01
CN 1.3486 5.53e-01
Hagan 1.3536 5.1132e-01
LMG3 1.3536 5.25e-01
LS 1.3536 5.26e-01
LMG2 1.3536 5.23e-01
RAN 1.3536 5.23e-01
RE 1.3536 5.28e-01
TRBDF2 1.3536 5.26e-01
CN 1.3536 5.41e-01
Hagan 1.3586 4.9997e-01
LMG3 1.3586 5.14e-01
LS 1.3586 5.15e-01
LMG2 1.3586 5.12e-01
RAN 1.3586 5.12e-01
RE 1.3586 5.17e-01
TRBDF2 1.3586 5.15e-01
CN 1.3586 5.28e-01
Hagan 1.3637 4.8878e-01
LMG3 1.3637 5.03e-01
LS 1.3637 5.04e-01
LMG2 1.3637 5.01e-01
RAN 1.3637 5.01e-01
RE 1.3637 5.06e-01
TRBDF2 1.3637 5.04e-01
CN 1.3637 5.16e-01
Hagan 1.3688 4.7775e-01
LMG3 1.3688 4.92e-01
LS 1.3688 4.94e-01
LMG2 1.3688 4.90e-01
RAN 1.3688 4.91e-01
RE 1.3688 4.95e-01
TRBDF2 1.3688 4.94e-01
CN 1.3688 5.04e-01
Hagan 1.3739 4.6689e-01
LMG3 1.3739 4.81e-01
LS 1.3739 4.83e-01
LMG2 1.3739 4.80e-01
RAN 1.3739 4.80e-01
RE 1.3739 4.84e-01
TRBDF2 1.3739 4.83e-01
CN 1.3739 4.92e-01
Hagan 1.3791 4.5620e-01
LMG3 1.3791 4.71e-01
LS 1.3791 4.73e-01
LMG2 1.3791 4.69e-01
RAN 1.3791 4.69e-01
RE 1.3791 4.73e-01
TRBDF2 1.3791 4.73e-01
CN 1.3791 4.81e-01
Hagan 1.3843 4.4567e-01
LMG3 1.3843 4.60e-01
LS 1.3843 4.62e-01
LMG2 1.3843 4.59e-01
RAN 1.3843 4.59e-01
RE 1.3843 4.63e-01
TRBDF2 1.3843 4.62e-01
CN 1.3843 4.69e-01
Hagan 1.3896 4.3531e-01
LMG3 1.3896 4.50e-01
LS 1.3896 4.52e-01
LMG2 1.3896 4.49e-01
RAN 1.3896 4.49e-01
RE 1.3896 4.53e-01
TRBDF2 1.3896 4.52e-01
CN 1.3896 4.58e-01
Hagan 1.3948 4.2512e-01
LMG3 1.3948 4.40e-01
LS 1.3948 4.42e-01
LMG2 1.3948 4.38e-01
RAN 1.3948 4.39e-01
RE 1.3948 4.42e-01
TRBDF2 1.3948 4.42e-01
CN 1.3948 4.47e-01
Hagan 1.4002 4.1510e-01
LMG3 1.4002 4.30e-01
LS 1.4002 4.32e-01
LMG2 1.4002 4.29e-01
RAN 1.4002 4.29e-01
RE 1.4002 4.32e-01
TRBDF2 1.4002 4.32e-01
CN 1.4002 4.37e-01
Hagan 1.4056 4.0525e-01
LMG3 1.4056 4.21e-01
LS 1.4056 4.22e-01
LMG2 1.4056 4.19e-01
RAN 1.4056 4.19e-01
RE 1.4056 4.23e-01
TRBDF2 1.4056 4.22e-01
CN 1.4056 4.26e-01
Hagan 1.4110 3.9556e-01
LMG3 1.4110 4.11e-01
LS 1.4110 4.13e-01
LMG2 1.4110 4.09e-01
RAN 1.4110 4.09e-01
RE 1.4110 4.13e-01
TRBDF2 1.4110 4.13e-01
CN 1.4110 4.16e-01
Hagan 1.4165 3.8605e-01
LMG3 1.4165 4.01e-01
LS 1.4165 4.03e-01
LMG2 1.4165 4.00e-01
RAN 1.4165 4.00e-01
RE 1.4165 4.03e-01
TRBDF2 1.4165 4.03e-01
CN 1.4165 4.06e-01
Hagan 1.4220 3.7670e-01
LMG3 1.4220 3.92e-01
LS 1.4220 3.94e-01
LMG2 1.4220 3.90e-01
RAN 1.4220 3.90e-01
RE 1.4220 3.94e-01
TRBDF2 1.4220 3.94e-01
CN 1.4220 3.96e-01
Hagan 1.4275 3.6752e-01
LMG3 1.4275 3.83e-01
LS 1.4275 3.85e-01
LMG2 1.4275 3.81e-01
RAN 1.4275 3.81e-01
RE 1.4275 3.85e-01
TRBDF2 1.4275 3.85e-01
CN 1.4275 3.86e-01
Hagan 1.4331 3.5851e-01
LMG3 1.4331 3.74e-01
LS 1.4331 3.76e-01
LMG2 1.4331 3.72e-01
RAN 1.4331 3.72e-01
RE 1.4331 3.75e-01
TRBDF2 1.4331 3.76e-01
CN 1.4331 3.77e-01
Hagan 1.4388 3.4967e-01
LMG3 1.4388 3.65e-01
LS 1.4388 3.67e-01
LMG2 1.4388 3.63e-01
RAN 1.4388 3.63e-01
RE 1.4388 3.67e-01
TRBDF2 1.4388 3.67e-01
CN 1.4388 3.67e-01
Hagan 1.4445 3.4099e-01
LMG3 1.4445 3.56e-01
LS 1.4445 3.58e-01
LMG2 1.4445 3.55e-01
RAN 1.4445 3.55e-01
RE 1.4445 3.58e-01
TRBDF2 1.4445 3.58e-01
CN 1.4445 3.58e-01
Hagan 1.4503 3.3247e-01
LMG3 1.4503 3.48e-01
LS 1.4503 3.50e-01
LMG2 1.4503 3.46e-01
RAN 1.4503 3.46e-01
RE 1.4503 3.49e-01
TRBDF2 1.4503 3.50e-01
CN 1.4503 3.49e-01
Hagan 1.4561 3.2412e-01
LMG3 1.4561 3.39e-01
LS 1.4561 3.41e-01
LMG2 1.4561 3.38e-01
RAN 1.4561 3.37e-01
RE 1.4561 3.40e-01
TRBDF2 1.4561 3.41e-01
CN 1.4561 3.40e-01
Hagan 1.4619 3.1593e-01
LMG3 1.4619 3.31e-01
LS 1.4619 3.33e-01
LMG2 1.4619 3.29e-01
RAN 1.4619 3.29e-01
RE 1.4619 3.32e-01
TRBDF2 1.4619 3.33e-01
CN 1.4619 3.32e-01
Hagan 1.4678 3.0791e-01
LMG3 1.4678 3.23e-01
LS 1.4678 3.25e-01
LMG2 1.4678 3.21e-01
RAN 1.4678 3.21e-01
RE 1.4678 3.24e-01
TRBDF2 1.4678 3.25e-01
CN 1.4678 3.23e-01
Hagan 1.4738 3.0004e-01
LMG3 1.4738 3.15e-01
LS 1.4738 3.17e-01
LMG2 1.4738 3.13e-01
RAN 1.4738 3.13e-01
RE 1.4738 3.16e-01
TRBDF2 1.4738 3.17e-01
CN 1.4738 3.15e-01
Hagan 1.4798 2.9233e-01
LMG3 1.4798 3.07e-01
LS 1.4798 3.09e-01
LMG2 1.4798 3.05e-01
RAN 1.4798 3.05e-01
RE 1.4798 3.08e-01
TRBDF2 1.4798 3.09e-01
CN 1.4798 3.07e-01
Hagan 1.4858 2.8478e-01
LMG3 1.4858 2.99e-01
LS 1.4858 3.01e-01
LMG2 1.4858 2.98e-01
RAN 1.4858 2.97e-01
RE 1.4858 3.00e-01
TRBDF2 1.4858 3.01e-01
CN 1.4858 2.99e-01
Hagan 1.4919 2.7739e-01
LMG3 1.4919 2.92e-01
LS 1.4919 2.93e-01
LMG2 1.4919 2.90e-01
RAN 1.4919 2.90e-01
RE 1.4919 2.92e-01
TRBDF2 1.4919 2.93e-01
CN 1.4919 2.92e-01
Hagan 1.4981 2.7015e-01
LMG3 1.4981 2.84e-01
LS 1.4981 2.86e-01
LMG2 1.4981 2.83e-01
RAN 1.4981 2.82e-01
RE 1.4981 2.85e-01
TRBDF2 1.4981 2.86e-01
CN 1.4981 2.84e-01
Hagan 1.5043 2.6306e-01
LMG3 1.5043 2.77e-01
LS 1.5043 2.79e-01
LMG2 1.5043 2.75e-01
RAN 1.5043 2.75e-01
RE 1.5043 2.78e-01
TRBDF2 1.5043 2.79e-01
CN 1.5043 2.77e-01
Hagan 1.5106 2.5613e-01
LMG3 1.5106 2.70e-01
LS 1.5106 2.71e-01
LMG2 1.5106 2.68e-01
RAN 1.5106 2.68e-01
RE 1.5106 2.70e-01
TRBDF2 1.5106 2.71e-01
CN 1.5106 2.70e-01
Hagan 1.5169 2.4934e-01
LMG3 1.5169 2.63e-01
LS 1.5169 2.64e-01
LMG2 1.5169 2.61e-01
RAN 1.5169 2.61e-01
RE 1.5169 2.63e-01
TRBDF2 1.5169 2.64e-01
CN 1.5169 2.63e-01
Hagan 1.5233 2.4270e-01
LMG3 1.5233 2.56e-01
LS 1.5233 2.58e-01
LMG2 1.5233 2.54e-01
RAN 1.5233 2.54e-01
RE 1.5233 2.56e-01
TRBDF2 1.5233 2.58e-01
CN 1.5233 2.56e-01
Hagan 1.5297 2.3621e-01
LMG3 1.5297 2.49e-01
LS 1.5297 2.51e-01
