Scheme Strike Density
CN 2.4171 1.47e-02
Hagan 2.4271 1.51e-02
LMG3 2.4271 1.45e-02
LMG2 2.4271 1.45e-02
RAN 2.4271 1.40e-02
RE 2.4271 1.38e-02
TRBDF2 2.4271 1.44e-02
CN 2.4271 1.43e-02
Hagan 2.4372 1.48e-02
LMG3 2.4372 1.41e-02
LMG2 2.4372 1.41e-02
RAN 2.4372 1.37e-02
RE 2.4372 1.35e-02
TRBDF2 2.4372 1.40e-02
CN 2.4372 1.40e-02
Hagan 2.4472 1.45e-02
LMG3 2.4472 1.38e-02
LMG2 2.4472 1.38e-02
RAN 2.4472 1.33e-02
RE 2.4472 1.32e-02
TRBDF2 2.4472 1.37e-02
CN 2.4472 1.36e-02
Hagan 2.4573 1.42e-02
LMG3 2.4573 1.35e-02
LMG2 2.4573 1.35e-02
RAN 2.4573 1.30e-02
RE 2.4573 1.28e-02
TRBDF2 2.4573 1.34e-02
CN 2.4573 1.33e-02
Hagan 2.4673 1.39e-02
LMG3 2.4673 1.31e-02
LMG2 2.4673 1.32e-02
RAN 2.4673 1.27e-02
RE 2.4673 1.25e-02
TRBDF2 2.4673 1.30e-02
CN 2.4673 1.30e-02
Hagan 2.4774 1.36e-02
LMG3 2.4774 1.28e-02
LMG2 2.4774 1.29e-02
RAN 2.4774 1.24e-02
RE 2.4774 1.22e-02
TRBDF2 2.4774 1.27e-02
CN 2.4774 1.27e-02
Hagan 2.4874 1.33e-02
LMG3 2.4874 1.25e-02
LMG2 2.4874 1.26e-02
RAN 2.4874 1.21e-02
RE 2.4874 1.19e-02
TRBDF2 2.4874 1.24e-02
CN 2.4874 1.24e-02
Hagan 2.4975 1.30e-02
LMG3 2.4975 1.22e-02
LMG2 2.4975 1.23e-02
RAN 2.4975 1.18e-02
RE 2.4975 1.17e-02
TRBDF2 2.4975 1.21e-02
CN 2.4975 1.21e-02
Hagan 2.5075 1.27e-02
LMG3 2.5075 1.20e-02
LMG2 2.5075 1.20e-02
RAN 2.5075 1.16e-02
RE 2.5075 1.14e-02
TRBDF2 2.5075 1.18e-02
CN 2.5075 1.18e-02
Hagan 2.5176 1.24e-02
LMG3 2.5176 1.17e-02
LMG2 2.5176 1.17e-02
RAN 2.5176 1.13e-02
RE 2.5176 1.11e-02
TRBDF2 2.5176 1.16e-02
CN 2.5176 1.15e-02
Hagan 2.5276 1.22e-02
LMG3 2.5276 1.14e-02
LMG2 2.5276 1.14e-02
RAN 2.5276 1.10e-02
RE 2.5276 1.09e-02
TRBDF2 2.5276 1.13e-02
CN 2.5276 1.12e-02
Hagan 2.5377 1.19e-02
LMG3 2.5377 1.12e-02
LMG2 2.5377 1.12e-02
RAN 2.5377 1.08e-02
RE 2.5377 1.06e-02
TRBDF2 2.5377 1.10e-02
CN 2.5377 1.10e-02
Hagan 2.5477 1.17e-02
LMG3 2.5477 1.09e-02
LMG2 2.5477 1.09e-02
RAN 2.5477 1.05e-02
RE 2.5477 1.04e-02
TRBDF2 2.5477 1.08e-02
CN 2.5477 1.07e-02
Hagan 2.5578 1.14e-02
LMG3 2.5578 1.07e-02
LMG2 2.5578 1.07e-02
RAN 2.5578 1.03e-02
RE 2.5578 1.01e-02
TRBDF2 2.5578 1.05e-02
CN 2.5578 1.05e-02
Hagan 2.5678 1.12e-02
LMG3 2.5678 1.04e-02
LMG2 2.5678 1.04e-02
RAN 2.5678 1.01e-02
RE 2.5678 9.89e-03
TRBDF2 2.5678 1.03e-02
CN 2.5678 1.02e-02
Hagan 2.5779 1.10e-02
LMG3 2.5779 1.02e-02
LMG2 2.5779 1.02e-02
RAN 2.5779 9.83e-03
RE 2.5779 9.67e-03
TRBDF2 2.5779 1.01e-02
CN 2.5779 9.98e-03
Hagan 2.5879 1.08e-02
LMG3 2.5879 9.95e-03
LMG2 2.5879 9.99e-03
RAN 2.5879 9.61e-03
RE 2.5879 9.45e-03
TRBDF2 2.5879 9.83e-03
CN 2.5879 9.75e-03
Hagan 2.5980 1.05e-02
LMG3 2.5980 9.72e-03
LMG2 2.5980 9.77e-03
RAN 2.5980 9.39e-03
RE 2.5980 9.24e-03
TRBDF2 2.5980 9.61e-03
CN 2.5980 9.53e-03
Hagan 2.6080 1.03e-02
LMG3 2.6080 9.51e-03
LMG2 2.6080 9.55e-03
RAN 2.6080 9.18e-03
RE 2.6080 9.03e-03
TRBDF2 2.6080 9.39e-03
CN 2.6080 9.31e-03
Hagan 2.6181 1.01e-02
LMG3 2.6181 9.30e-03
LMG2 2.6181 9.34e-03
RAN 2.6181 8.98e-03
RE 2.6181 8.83e-03
TRBDF2 2.6181 9.18e-03
CN 2.6181 9.10e-03
Hagan 2.6281 9.92e-03
LMG3 2.6281 9.09e-03
LMG2 2.6281 9.14e-03
RAN 2.6281 8.78e-03
RE 2.6281 8.63e-03
TRBDF2 2.6281 8.98e-03
CN 2.6281 8.89e-03
Hagan 2.6382 9.72e-03
LMG3 2.6382 8.89e-03
LMG2 2.6382 8.94e-03
RAN 2.6382 8.59e-03
RE 2.6382 8.44e-03
TRBDF2 2.6382 8.78e-03
CN 2.6382 8.69e-03
Hagan 2.6482 9.53e-03
LMG3 2.6482 8.70e-03
LMG2 2.6482 8.75e-03
RAN 2.6482 8.40e-03
RE 2.6482 8.25e-03
TRBDF2 2.6482 8.58e-03
CN 2.6482 8.50e-03
Hagan 2.6583 9.34e-03
LMG3 2.6583 8.51e-03
LMG2 2.6583 8.56e-03
RAN 2.6583 8.22e-03
RE 2.6583 8.07e-03
TRBDF2 2.6583 8.40e-03
CN 2.6583 8.31e-03
Hagan 2.6683 9.16e-03
LMG3 2.6683 8.33e-03
LMG2 2.6683 8.37e-03
RAN 2.6683 8.04e-03
RE 2.6683 7.90e-03
TRBDF2 2.6683 8.21e-03
CN 2.6683 8.13e-03
Hagan 2.6784 8.98e-03
LMG3 2.6784 8.15e-03
LMG2 2.6784 8.19e-03
RAN 2.6784 7.87e-03
RE 2.6784 7.72e-03
TRBDF2 2.6784 8.03e-03
CN 2.6784 7.95e-03
Hagan 2.6884 8.80e-03
LMG3 2.6884 7.97e-03
LMG2 2.6884 8.02e-03
RAN 2.6884 7.70e-03
RE 2.6884 7.56e-03
TRBDF2 2.6884 7.86e-03
CN 2.6884 7.77e-03
Hagan 2.6985 8.63e-03
LMG3 2.6985 7.80e-03
LMG2 2.6985 7.85e-03
RAN 2.6985 7.53e-03
RE 2.6985 7.39e-03
TRBDF2 2.6985 7.69e-03
CN 2.6985 7.60e-03
Hagan 2.7085 8.47e-03
LMG3 2.7085 7.63e-03
LMG2 2.7085 7.69e-03
RAN 2.7085 7.37e-03
RE 2.7085 7.23e-03
TRBDF2 2.7085 7.52e-03
CN 2.7085 7.43e-03
Hagan 2.7186 8.31e-03
LMG3 2.7186 7.47e-03
LMG2 2.7186 7.52e-03
RAN 2.7186 7.22e-03
RE 2.7186 7.08e-03
TRBDF2 2.7186 7.36e-03
CN 2.7186 7.27e-03
Hagan 2.7286 8.15e-03
LMG3 2.7286 7.31e-03
LMG2 2.7286 7.37e-03
RAN 2.7286 7.07e-03
RE 2.7286 6.93e-03
TRBDF2 2.7286 7.20e-03
CN 2.7286 7.11e-03
Hagan 2.7387 8.00e-03
LMG3 2.7387 7.16e-03
LMG2 2.7387 7.21e-03
RAN 2.7387 6.92e-03
RE 2.7387 6.78e-03
TRBDF2 2.7387 7.05e-03
CN 2.7387 6.96e-03
Hagan 2.7487 7.84e-03
LMG3 2.7487 7.01e-03
LMG2 2.7487 7.06e-03
RAN 2.7487 6.77e-03
RE 2.7487 6.64e-03
TRBDF2 2.7487 6.90e-03
CN 2.7487 6.81e-03
Hagan 2.7588 7.70e-03
LMG3 2.7588 6.86e-03
LMG2 2.7588 6.92e-03
RAN 2.7588 6.63e-03
RE 2.7588 6.50e-03
TRBDF2 2.7588 6.75e-03
CN 2.7588 6.67e-03
Hagan 2.7688 7.55e-03
LMG3 2.7688 6.72e-03
LMG2 2.7688 6.77e-03
RAN 2.7688 6.49e-03
RE 2.7688 6.36e-03
TRBDF2 2.7688 6.61e-03
CN 2.7688 6.52e-03
Hagan 2.7789 7.41e-03
LMG3 2.7789 6.58e-03
LMG2 2.7789 6.64e-03
RAN 2.7789 6.36e-03
RE 2.7789 6.23e-03
TRBDF2 2.7789 6.47e-03
CN 2.7789 6.38e-03
Hagan 2.7889 7.28e-03
LMG3 2.7889 6.45e-03
LMG2 2.7889 6.50e-03
RAN 2.7889 6.23e-03
RE 2.7889 6.10e-03
TRBDF2 2.7889 6.34e-03
CN 2.7889 6.25e-03
Hagan 2.7990 7.14e-03
LMG3 2.7990 6.31e-03
LMG2 2.7990 6.37e-03
RAN 2.7990 6.10e-03
RE 2.7990 5.97e-03
TRBDF2 2.7990 6.21e-03
CN 2.7990 6.12e-03
Hagan 2.8090 7.01e-03
LMG3 2.8090 6.18e-03
LMG2 2.8090 6.24e-03
RAN 2.8090 5.98e-03
RE 2.8090 5.85e-03
TRBDF2 2.8090 6.08e-03
CN 2.8090 5.99e-03
Hagan 2.8191 6.88e-03
LMG3 2.8191 6.06e-03
LMG2 2.8191 6.11e-03
RAN 2.8191 5.85e-03
RE 2.8191 5.73e-03
TRBDF2 2.8191 5.95e-03
CN 2.8191 5.86e-03
Hagan 2.8291 6.76e-03
LMG3 2.8291 5.93e-03
LMG2 2.8291 5.99e-03
RAN 2.8291 5.73e-03
RE 2.8291 5.61e-03
TRBDF2 2.8291 5.83e-03
CN 2.8291 5.74e-03
Hagan 2.8392 6.64e-03
LMG3 2.8392 5.81e-03
LMG2 2.8392 5.87e-03
RAN 2.8392 5.62e-03
RE 2.8392 5.50e-03
TRBDF2 2.8392 5.71e-03
CN 2.8392 5.62e-03
Hagan 2.8492 6.52e-03
LMG3 2.8492 5.70e-03
LMG2 2.8492 5.75e-03
RAN 2.8492 5.51e-03
RE 2.8492 5.39e-03
TRBDF2 2.8492 5.59e-03
CN 2.8492 5.51e-03
Hagan 2.8593 6.40e-03
LMG3 2.8593 5.58e-03
LMG2 2.8593 5.64e-03
RAN 2.8593 5.40e-03
RE 2.8593 5.28e-03
TRBDF2 2.8593 5.48e-03
CN 2.8593 5.39e-03
Hagan 2.8693 6.29e-03
LMG3 2.8693 5.47e-03
LMG2 2.8693 5.52e-03
RAN 2.8693 5.29e-03
RE 2.8693 5.17e-03
TRBDF2 2.8693 5.37e-03
CN 2.8693 5.28e-03
Hagan 2.8794 6.18e-03
LMG3 2.8794 5.36e-03
LMG2 2.8794 5.41e-03
RAN 2.8794 5.18e-03
RE 2.8794 5.07e-03
TRBDF2 2.8794 5.26e-03
CN 2.8794 5.17e-03
Hagan 2.8894 6.07e-03
LMG3 2.8894 5.25e-03
LMG2 2.8894 5.31e-03
RAN 2.8894 5.08e-03
RE 2.8894 4.96e-03
TRBDF2 2.8894 5.15e-03
CN 2.8894 5.07e-03
Hagan 2.8995 5.96e-03
LMG3 2.8995 5.15e-03
LMG2 2.8995 5.20e-03
RAN 2.8995 4.98e-03
RE 2.8995 4.87e-03
TRBDF2 2.8995 5.05e-03
CN 2.8995 4.96e-03
Hagan 2.9095 5.86e-03
LMG3 2.9095 5.05e-03
LMG2 2.9095 5.10e-03
RAN 2.9095 4.88e-03
RE 2.9095 4.77e-03
TRBDF2 2.9095 4.95e-03
CN 2.9095 4.86e-03
Hagan 2.9196 5.75e-03
LMG3 2.9196 4.95e-03
LMG2 2.9196 5.00e-03
RAN 2.9196 4.78e-03
RE 2.9196 4.67e-03
TRBDF2 2.9196 4.85e-03
CN 2.9196 4.76e-03
Hagan 2.9296 5.65e-03
LMG3 2.9296 4.85e-03
LMG2 2.9296 4.90e-03
RAN 2.9296 4.69e-03
RE 2.9296 4.58e-03
TRBDF2 2.9296 4.75e-03
CN 2.9296 4.67e-03
Hagan 2.9397 5.56e-03
LMG3 2.9397 4.75e-03
LMG2 2.9397 4.81e-03
RAN 2.9397 4.60e-03
RE 2.9397 4.49e-03
TRBDF2 2.9397 4.66e-03
CN 2.9397 4.58e-03
Hagan 2.9497 5.46e-03
LMG3 2.9497 4.66e-03
LMG2 2.9497 4.72e-03
RAN 2.9497 4.51e-03
RE 2.9497 4.40e-03
TRBDF2 2.9497 4.57e-03
CN 2.9497 4.48e-03
Hagan 2.9598 5.37e-03
LMG3 2.9598 4.57e-03
LMG2 2.9598 4.63e-03
RAN 2.9598 4.42e-03
RE 2.9598 4.32e-03
TRBDF2 2.9598 4.48e-03
CN 2.9598 4.39e-03
Hagan 2.9698 5.27e-03
LMG3 2.9698 4.48e-03
LMG2 2.9698 4.54e-03
RAN 2.9698 4.34e-03
RE 2.9698 4.23e-03
TRBDF2 2.9698 4.39e-03
CN 2.9698 4.31e-03
Hagan 2.9799 5.18e-03
LMG3 2.9799 4.39e-03
LMG2 2.9799 4.45e-03
RAN 2.9799 4.25e-03
RE 2.9799 4.15e-03
TRBDF2 2.9799 4.30e-03
CN 2.9799 4.22e-03
Hagan 2.9899 5.10e-03
LMG3 2.9899 4.31e-03
LMG2 2.9899 4.37e-03
RAN 2.9899 4.17e-03
RE 2.9899 4.07e-03
TRBDF2 2.9899 4.22e-03
CN 2.9899 4.14e-03
Hagan 3.0000 5.01e-03
LMG3 3.0000 4.23e-03
LMG2 3.0000 4.28e-03
RAN 3.0000 4.09e-03
RE 3.0000 3.99e-03
TRBDF2 3.0000 4.14e-03
CN 3.0000 4.06e-03
Hagan 3.0101 4.93e-03
LMG3 3.0101 4.15e-03
LMG2 3.0101 4.20e-03
RAN 3.0101 4.01e-03
RE 3.0101 3.91e-03
TRBDF2 3.0101 4.06e-03
CN 3.0101 3.98e-03
Hagan 3.0201 4.84e-03
LMG3 3.0201 4.07e-03
LMG2 3.0201 4.12e-03
RAN 3.0201 3.94e-03
RE 3.0201 3.84e-03
TRBDF2 3.0201 3.98e-03
CN 3.0201 3.90e-03
Hagan 3.0302 4.76e-03
LMG3 3.0302 3.99e-03
LMG2 3.0302 4.04e-03
RAN 3.0302 3.86e-03
RE 3.0302 3.77e-03
TRBDF2 3.0302 3.90e-03
CN 3.0302 3.82e-03
Hagan 3.0402 4.68e-03
LMG3 3.0402 3.91e-03
LMG2 3.0402 3.97e-03
RAN 3.0402 3.79e-03
RE 3.0402 3.69e-03
TRBDF2 3.0402 3.83e-03
CN 3.0402 3.75e-03
Hagan 3.0503 4.61e-03
LMG3 3.0503 3.84e-03
LMG2 3.0503 3.89e-03
RAN 3.0503 3.72e-03
RE 3.0503 3.62e-03
TRBDF2 3.0503 3.75e-03
CN 3.0503 3.68e-03
Hagan 3.0603 4.53e-03
LMG3 3.0603 3.77e-03
LMG2 3.0603 3.82e-03
RAN 3.0603 3.65e-03
RE 3.0603 3.55e-03
TRBDF2 3.0603 3.68e-03
CN 3.0603 3.60e-03
Hagan 3.0704 4.46e-03
LMG3 3.0704 3.70e-03
LMG2 3.0704 3.75e-03
RAN 3.0704 3.58e-03
RE 3.0704 3.49e-03
TRBDF2 3.0704 3.61e-03
CN 3.0704 3.54e-03
Hagan 3.0804 4.38e-03
LMG3 3.0804 3.63e-03
LMG2 3.0804 3.68e-03
RAN 3.0804 3.51e-03
RE 3.0804 3.42e-03
TRBDF2 3.0804 3.54e-03
CN 3.0804 3.47e-03
Hagan 3.0905 4.31e-03
LMG3 3.0905 3.56e-03
LMG2 3.0905 3.61e-03
RAN 3.0905 3.45e-03
RE 3.0905 3.36e-03
TRBDF2 3.0905 3.47e-03
CN 3.0905 3.40e-03
Hagan 3.1005 4.24e-03
LMG3 3.1005 3.49e-03
LMG2 3.1005 3.54e-03
RAN 3.1005 3.38e-03
RE 3.1005 3.29e-03
TRBDF2 3.1005 3.41e-03
CN 3.1005 3.34e-03
Hagan 3.1106 4.17e-03
LMG3 3.1106 3.43e-03
LMG2 3.1106 3.48e-03
RAN 3.1106 3.32e-03
RE 3.1106 3.23e-03
TRBDF2 3.1106 3.34e-03
CN 3.1106 3.27e-03
Hagan 3.1206 4.11e-03
LMG3 3.1206 3.36e-03
LMG2 3.1206 3.41e-03
RAN 3.1206 3.26e-03
RE 3.1206 3.17e-03
TRBDF2 3.1206 3.28e-03
CN 3.1206 3.21e-03
Hagan 3.1307 4.04e-03
LMG3 3.1307 3.30e-03
LMG2 3.1307 3.35e-03
RAN 3.1307 3.20e-03
RE 3.1307 3.11e-03
TRBDF2 3.1307 3.22e-03
CN 3.1307 3.15e-03
Hagan 3.1407 3.98e-03
LMG3 3.1407 3.24e-03
LMG2 3.1407 3.29e-03
RAN 3.1407 3.14e-03
RE 3.1407 3.06e-03
TRBDF2 3.1407 3.16e-03
CN 3.1407 3.09e-03
Hagan 3.1508 3.91e-03
LMG3 3.1508 3.18e-03
LMG2 3.1508 3.23e-03
RAN 3.1508 3.08e-03
RE 3.1508 3.00e-03
TRBDF2 3.1508 3.10e-03
CN 3.1508 3.03e-03
Hagan 3.1608 3.85e-03
LMG3 3.1608 3.12e-03
LMG2 3.1608 3.17e-03
RAN 3.1608 3.03e-03
RE 3.1608 2.94e-03
TRBDF2 3.1608 3.04e-03
CN 3.1608 2.97e-03
Hagan 3.1709 3.79e-03
LMG3 3.1709 3.06e-03
LMG2 3.1709 3.11e-03
RAN 3.1709 2.97e-03
RE 3.1709 2.89e-03
TRBDF2 3.1709 2.99e-03
CN 3.1709 2.92e-03
Hagan 3.1809 3.73e-03
LMG3 3.1809 3.01e-03
LMG2 3.1809 3.06e-03
RAN 3.1809 2.92e-03
RE 3.1809 2.84e-03
TRBDF2 3.1809 2.93e-03
CN 3.1809 2.86e-03
Hagan 3.1910 3.67e-03
LMG3 3.1910 2.95e-03
LMG2 3.1910 3.00e-03
RAN 3.1910 2.86e-03
RE 3.1910 2.78e-03
TRBDF2 3.1910 2.88e-03
CN 3.1910 2.81e-03
Hagan 3.2010 3.62e-03
LMG3 3.2010 2.90e-03
LMG2 3.2010 2.95e-03
RAN 3.2010 2.81e-03
RE 3.2010 2.73e-03
TRBDF2 3.2010 2.82e-03
CN 3.2010 2.76e-03
Hagan 3.2111 3.56e-03
LMG3 3.2111 2.85e-03
LMG2 3.2111 2.89e-03
RAN 3.2111 2.76e-03
RE 3.2111 2.68e-03
TRBDF2 3.2111 2.77e-03
CN 3.2111 2.71e-03
Hagan 3.2211 3.50e-03
LMG3 3.2211 2.79e-03
LMG2 3.2211 2.84e-03
RAN 3.2211 2.71e-03
RE 3.2211 2.64e-03
TRBDF2 3.2211 2.72e-03
CN 3.2211 2.66e-03
Hagan 3.2312 3.45e-03
LMG3 3.2312 2.74e-03
LMG2 3.2312 2.79e-03
RAN 3.2312 2.66e-03
RE 3.2312 2.59e-03
TRBDF2 3.2312 2.67e-03
CN 3.2312 2.61e-03
Hagan 3.2412 3.40e-03
LMG3 3.2412 2.69e-03
LMG2 3.2412 2.74e-03
RAN 3.2412 2.61e-03
RE 3.2412 2.54e-03
TRBDF2 3.2412 2.62e-03
CN 3.2412 2.56e-03
Hagan 3.2513 3.34e-03
LMG3 3.2513 2.64e-03
LMG2 3.2513 2.69e-03
RAN 3.2513 2.57e-03
RE 3.2513 2.49e-03
TRBDF2 3.2513 2.57e-03
CN 3.2513 2.51e-03
Hagan 3.2613 3.29e-03
LMG3 3.2613 2.60e-03
LMG2 3.2613 2.64e-03
RAN 3.2613 2.52e-03
RE 3.2613 2.45e-03
TRBDF2 3.2613 2.53e-03
CN 3.2613 2.47e-03
Hagan 3.2714 3.24e-03
LMG3 3.2714 2.55e-03
LMG2 3.2714 2.60e-03
RAN 3.2714 2.48e-03
RE 3.2714 2.41e-03
TRBDF2 3.2714 2.48e-03
CN 3.2714 2.42e-03
Hagan 3.2814 3.19e-03
LMG3 3.2814 2.50e-03
LMG2 3.2814 2.55e-03
RAN 3.2814 2.43e-03
RE 3.2814 2.36e-03
TRBDF2 3.2814 2.44e-03
CN 3.2814 2.38e-03
Hagan 3.2915 3.15e-03
LMG3 3.2915 2.46e-03
LMG2 3.2915 2.51e-03
RAN 3.2915 2.39e-03
RE 3.2915 2.32e-03
TRBDF2 3.2915 2.39e-03
CN 3.2915 2.33e-03
Hagan 3.3015 3.10e-03
LMG3 3.3015 2.42e-03
LMG2 3.3015 2.46e-03
RAN 3.3015 2.35e-03
RE 3.3015 2.28e-03
TRBDF2 3.3015 2.35e-03
CN 3.3015 2.29e-03
Hagan 3.3116 3.05e-03
LMG3 3.3116 2.37e-03
LMG2 3.3116 2.42e-03
RAN 3.3116 2.30e-03
RE 3.3116 2.24e-03
TRBDF2 3.3116 2.31e-03
CN 3.3116 2.25e-03
Hagan 3.3216 3.01e-03
LMG3 3.3216 2.33e-03
LMG2 3.3216 2.38e-03
RAN 3.3216 2.26e-03
RE 3.3216 2.20e-03
TRBDF2 3.3216 2.27e-03
CN 3.3216 2.21e-03
Hagan 3.3317 2.96e-03
LMG3 3.3317 2.29e-03
LMG2 3.3317 2.33e-03
RAN 3.3317 2.22e-03
RE 3.3317 2.16e-03
TRBDF2 3.3317 2.22e-03
CN 3.3317 2.17e-03
Hagan 3.3417 2.92e-03
LMG3 3.3417 2.25e-03
LMG2 3.3417 2.29e-03
RAN 3.3417 2.18e-03
RE 3.3417 2.12e-03
TRBDF2 3.3417 2.19e-03
CN 3.3417 2.13e-03
Hagan 3.3518 2.88e-03
LMG3 3.3518 2.21e-03
LMG2 3.3518 2.25e-03
RAN 3.3518 2.15e-03
RE 3.3518 2.08e-03
TRBDF2 3.3518 2.15e-03
CN 3.3518 2.09e-03
Hagan 3.3618 2.83e-03
LMG3 3.3618 2.17e-03
LMG2 3.3618 2.21e-03
RAN 3.3618 2.11e-03
RE 3.3618 2.05e-03
TRBDF2 3.3618 2.11e-03
CN 3.3618 2.05e-03
Hagan 3.3719 2.79e-03
LMG3 3.3719 2.13e-03
LMG2 3.3719 2.17e-03
RAN 3.3719 2.07e-03
RE 3.3719 2.01e-03
TRBDF2 3.3719 2.07e-03
CN 3.3719 2.02e-03
Hagan 3.3819 2.75e-03
LMG3 3.3819 2.09e-03
LMG2 3.3819 2.14e-03
RAN 3.3819 2.03e-03
RE 3.3819 1.97e-03
TRBDF2 3.3819 2.03e-03
CN 3.3819 1.98e-03
Hagan 3.3920 2.71e-03
LMG3 3.3920 2.06e-03
LMG2 3.3920 2.10e-03
RAN 3.3920 2.00e-03
RE 3.3920 1.94e-03
TRBDF2 3.3920 2.00e-03
CN 3.3920 1.94e-03
Hagan 3.4020 2.67e-03
LMG3 3.4020 2.02e-03
LMG2 3.4020 2.06e-03
RAN 3.4020 1.96e-03
RE 3.4020 1.91e-03
TRBDF2 3.4020 1.96e-03
CN 3.4020 1.91e-03
Hagan 3.4121 2.63e-03
LMG3 3.4121 1.98e-03
LMG2 3.4121 2.03e-03
RAN 3.4121 1.93e-03
RE 3.4121 1.87e-03
TRBDF2 3.4121 1.93e-03
CN 3.4121 1.87e-03
Hagan 3.4221 2.59e-03
LMG3 3.4221 1.95e-03
LMG2 3.4221 1.99e-03
RAN 3.4221 1.90e-03
RE 3.4221 1.84e-03
TRBDF2 3.4221 1.89e-03
CN 3.4221 1.84e-03
Hagan 3.4322 2.56e-03
LMG3 3.4322 1.92e-03
LMG2 3.4322 1.96e-03
RAN 3.4322 1.86e-03
RE 3.4322 1.81e-03
TRBDF2 3.4322 1.86e-03
CN 3.4322 1.81e-03
Hagan 3.4422 2.52e-03
LMG3 3.4422 1.88e-03
LMG2 3.4422 1.92e-03
RAN 3.4422 1.83e-03
RE 3.4422 1.77e-03
TRBDF2 3.4422 1.83e-03
CN 3.4422 1.78e-03
Hagan 3.4523 2.48e-03
LMG3 3.4523 1.85e-03
LMG2 3.4523 1.89e-03
RAN 3.4523 1.80e-03
RE 3.4523 1.74e-03
TRBDF2 3.4523 1.79e-03
CN 3.4523 1.74e-03
Hagan 3.4623 2.45e-03
LMG3 3.4623 1.82e-03
LMG2 3.4623 1.86e-03
RAN 3.4623 1.77e-03
RE 3.4623 1.71e-03
TRBDF2 3.4623 1.76e-03
CN 3.4623 1.71e-03
Hagan 3.4724 2.41e-03
LMG3 3.4724 1.78e-03
LMG2 3.4724 1.82e-03
RAN 3.4724 1.74e-03
RE 3.4724 1.68e-03
TRBDF2 3.4724 1.73e-03
CN 3.4724 1.68e-03
Hagan 3.4824 2.38e-03
LMG3 3.4824 1.75e-03
LMG2 3.4824 1.79e-03
RAN 3.4824 1.71e-03
RE 3.4824 1.65e-03
TRBDF2 3.4824 1.70e-03
CN 3.4824 1.65e-03
Hagan 3.4925 2.35e-03
LMG3 3.4925 1.72e-03
LMG2 3.4925 1.76e-03
RAN 3.4925 1.68e-03
RE 3.4925 1.63e-03
TRBDF2 3.4925 1.67e-03
CN 3.4925 1.62e-03
Hagan 3.5025 2.31e-03
LMG3 3.5025 1.69e-03
LMG2 3.5025 1.73e-03
RAN 3.5025 1.65e-03
RE 3.5025 1.60e-03
TRBDF2 3.5025 1.64e-03
CN 3.5025 1.59e-03
Hagan 3.5126 2.28e-03
LMG3 3.5126 1.66e-03
LMG2 3.5126 1.70e-03
RAN 3.5126 1.62e-03
RE 3.5126 1.57e-03
TRBDF2 3.5126 1.61e-03
CN 3.5126 1.57e-03
Hagan 3.5226 2.25e-03
LMG3 3.5226 1.63e-03
LMG2 3.5226 1.67e-03
RAN 3.5226 1.59e-03
RE 3.5226 1.54e-03
TRBDF2 3.5226 1.58e-03
CN 3.5226 1.54e-03
Hagan 3.5327 2.22e-03
LMG3 3.5327 1.61e-03
LMG2 3.5327 1.64e-03
RAN 3.5327 1.56e-03
RE 3.5327 1.52e-03
TRBDF2 3.5327 1.56e-03
CN 3.5327 1.51e-03
Hagan 3.5427 2.19e-03
LMG3 3.5427 1.58e-03
LMG2 3.5427 1.62e-03
RAN 3.5427 1.54e-03
RE 3.5427 1.49e-03
TRBDF2 3.5427 1.53e-03
CN 3.5427 1.49e-03
Hagan 3.5528 2.16e-03
LMG3 3.5528 1.55e-03
LMG2 3.5528 1.59e-03
RAN 3.5528 1.51e-03
RE 3.5528 1.46e-03
TRBDF2 3.5528 1.50e-03
CN 3.5528 1.46e-03
Hagan 3.5628 2.13e-03
LMG3 3.5628 1.52e-03
LMG2 3.5628 1.56e-03
RAN 3.5628 1.48e-03
RE 3.5628 1.44e-03
TRBDF2 3.5628 1.48e-03
CN 3.5628 1.43e-03
Hagan 3.5729 2.10e-03
LMG3 3.5729 1.50e-03
LMG2 3.5729 1.53e-03
RAN 3.5729 1.46e-03
RE 3.5729 1.41e-03
TRBDF2 3.5729 1.45e-03
CN 3.5729 1.41e-03
Hagan 3.5829 2.07e-03
LMG3 3.5829 1.47e-03
LMG2 3.5829 1.51e-03
RAN 3.5829 1.43e-03
RE 3.5829 1.39e-03
TRBDF2 3.5829 1.42e-03
CN 3.5829 1.38e-03
Hagan 3.5930 2.04e-03
LMG3 3.5930 1.45e-03
LMG2 3.5930 1.48e-03
RAN 3.5930 1.41e-03
RE 3.5930 1.36e-03
TRBDF2 3.5930 1.40e-03
CN 3.5930 1.36e-03
Hagan 3.6030 2.01e-03
LMG3 3.6030 1.42e-03
LMG2 3.6030 1.46e-03
RAN 3.6030 1.38e-03
RE 3.6030 1.34e-03
TRBDF2 3.6030 1.38e-03
CN 3.6030 1.33e-03
Hagan 3.6131 1.99e-03
LMG3 3.6131 1.40e-03
LMG2 3.6131 1.43e-03
RAN 3.6131 1.36e-03
RE 3.6131 1.32e-03
TRBDF2 3.6131 1.35e-03
CN 3.6131 1.31e-03
Hagan 3.6231 1.96e-03
LMG3 3.6231 1.37e-03
LMG2 3.6231 1.41e-03
RAN 3.6231 1.34e-03
RE 3.6231 1.29e-03
TRBDF2 3.6231 1.33e-03
CN 3.6231 1.29e-03
Hagan 3.6332 1.93e-03
LMG3 3.6332 1.35e-03
LMG2 3.6332 1.38e-03
